yr,i,m,value,
2006,brd,trd,6.8272284470415400E-11,
2012,brd,trd,1.7903557589148800E-12,
2014,brd,trd,9.2398338010828200E-12,
2013,brd,trd,6.7879827771663000E-12,
1999,brd,trd,3.9772049018965600E-12,
2002,brd,trd,1.6387871176068000E-11,
2017,brd,trd,5.6114149462530500E-12,
2016,brd,trd,7.6265882479568200E-12,
2015,brd,trd,1.6715482038695000E-11,
1998,brd,trd,1.3872910140536400E-12,
2004,brd,trd,2.4491677592445100E-11,
2000,brd,trd,9.0322371631300800E-12,
1997,brd,trd,3.7359229144741600E-12,
2007,brd,trd,1.3735727936128800E-12,
2010,brd,trd,4.2271214345401600E-13,
2003,brd,trd,1.9089707661219100E-11,
2011,brd,trd,8.1596785425375100E-13,
2001,brd,trd,5.3563056505984900E-12,
2008,bnk,trd,2.2296898762600500E-12,
2009,bnk,trd,9.5209555678194700E-13,
2005,bnk,trd,2.8395330239477200E-11,
2006,bnk,trd,6.8110432316907400E-11,
2012,bnk,trd,1.7858741334874400E-12,
2014,bnk,trd,9.2175015126895100E-12,
2013,bnk,trd,6.7716659133395800E-12,
1999,bnk,trd,3.9705601955639500E-12,
2002,bnk,trd,1.6359179783951800E-11,
2017,bnk,trd,5.6049781610868400E-12,
2016,bnk,trd,7.6136603266824800E-12,
2015,bnk,trd,1.6682067128917600E-11,
1998,bnk,trd,1.3856036930691100E-12,
2004,bnk,trd,2.4420743928066700E-11,
2000,bnk,trd,9.0159949717578600E-12,
1997,bnk,trd,3.7323955954530600E-12,
2007,bnk,trd,1.3701222441286800E-12,
2010,bnk,trd,4.2176695518985800E-13,
2003,bnk,trd,1.9049862765331800E-11,
2011,bnk,trd,8.1351492102569500E-13,
2001,bnk,trd,5.3466187437004500E-12,
2008,ore,trd,2.2302722542378400E-12,
2009,ore,trd,9.5338583376121200E-13,
2005,ore,trd,2.8464024655045600E-11,
2006,ore,trd,6.8228663728998100E-11,
2012,ore,trd,1.7878939948444300E-12,
2014,ore,trd,9.2228211820976000E-12,
2013,ore,trd,6.7767412773571200E-12,
1999,ore,trd,3.9780443888489800E-12,
2002,ore,trd,1.6395336767708600E-11,
2017,ore,trd,5.6051362267635300E-12,
2016,ore,trd,7.6131071107329100E-12,
2015,ore,trd,1.6682501529069800E-11,
1998,ore,trd,1.3883846353587500E-12,
2004,ore,trd,2.4488999269699900E-11,
2000,ore,trd,9.0344145210465400E-12,
1997,ore,trd,3.7371562854129000E-12,
2007,ore,trd,1.3714321494820500E-12,
2010,ore,trd,4.2228269373225800E-13,
2003,ore,trd,1.9090832115409700E-11,
2011,ore,trd,8.1448133124102900E-13,
2001,ore,trd,5.3596772557014400E-12,
2008,edu,trd,2.2323588616367000E-12,
2009,edu,trd,9.5397080051891200E-13,
2005,edu,trd,2.8439063054006600E-11,
2006,edu,trd,6.8177687407874000E-11,
2012,edu,trd,1.7869997076127700E-12,
2014,edu,trd,9.2193749895565400E-12,
2013,edu,trd,6.7746915280228000E-12,
1999,edu,trd,3.9647081776739100E-12,
2002,edu,trd,1.6352445373446700E-11,
2017,edu,trd,5.6009136171435500E-12,
2016,edu,trd,7.6130255624971600E-12,
2015,edu,trd,1.6691129764472900E-11,
1998,edu,trd,1.3830647192350000E-12,
2004,edu,trd,2.4477792498540600E-11,
2000,edu,trd,9.0067942954183500E-12,
1997,edu,trd,3.7284697121807000E-12,
2007,edu,trd,1.3710444747485500E-12,
2010,edu,trd,4.2242975557025300E-13,
2003,edu,trd,1.9053656855621000E-11,
2011,edu,trd,8.1516534049462800E-13,
2001,edu,trd,5.3374167878324700E-12,
2008,ote,trd,2.2267901677739600E-12,
2009,ote,trd,9.4991950999251200E-13,
2005,ote,trd,2.8307711983381200E-11,
2006,ote,trd,6.7954951594932300E-11,
2012,ote,trd,1.7849569887542800E-12,
2014,ote,trd,9.2052415907242600E-12,
2013,ote,trd,6.7644569981023100E-12,
1999,ote,trd,3.9621328083472800E-12,
2002,ote,trd,1.6313602536207100E-11,
2017,ote,trd,5.5922201472490500E-12,
2016,ote,trd,7.6041653157947100E-12,
2015,ote,trd,1.6675322479897200E-11,
1998,ote,trd,1.3826112578251000E-12,
2004,ote,trd,2.4352356563989700E-11,
2000,ote,trd,8.9952246937454700E-12,
1997,ote,trd,3.7260052276340400E-12,
2007,ote,trd,1.3677646368163600E-12,
2010,ote,trd,4.2126283104325000E-13,
2003,ote,trd,1.8998721715758000E-11,
2011,ote,trd,8.1410695770500900E-13,
2001,ote,trd,5.3265546386385800E-12,
2008,man,trd,2.2342010062063300E-12,
2009,man,trd,9.5268478847259800E-13,
2005,man,trd,2.8443573644901800E-11,
2006,man,trd,6.8221572173098800E-11,
2012,man,trd,1.7898756383751000E-12,
2014,man,trd,9.2327780409128400E-12,
2013,man,trd,6.7834629342412000E-12,
1999,man,trd,3.9785229004605800E-12,
2002,man,trd,1.6394063950709800E-11,
2017,man,trd,5.6128355705778700E-12,
2016,man,trd,7.6200379517630700E-12,
2015,man,trd,1.6692859786274100E-11,
1998,man,trd,1.3882941012388300E-12,
2004,man,trd,2.4458570372502800E-11,
2000,man,trd,9.0314640340541800E-12,
1997,man,trd,3.7355678989464000E-12,
2007,man,trd,1.3719554159353000E-12,
2010,man,trd,4.2209391821218500E-13,
2003,man,trd,1.9085311784537300E-11,
2011,man,trd,8.1544064799885000E-13,
2001,man,trd,5.3604143798219100E-12,
2008,mch,trd,2.2291798763634500E-12,
2009,mch,trd,9.5174392849517900E-13,
2005,mch,trd,2.8346954869311200E-11,
2006,mch,trd,6.7951388516632500E-11,
2012,mch,trd,1.7852668674740200E-12,
2014,mch,trd,9.2148839431873900E-12,
2013,mch,trd,6.7704517847578800E-12,
1999,mch,trd,3.9674701088524600E-12,
2002,mch,trd,1.6328857690445100E-11,
2017,mch,trd,5.6026737649179000E-12,
2016,mch,trd,7.6111339603257100E-12,
2015,mch,trd,1.6693305206627700E-11,
1998,mch,trd,1.3853755880408400E-12,
2004,mch,trd,2.4420112609259800E-11,
2000,mch,trd,9.0127144004656400E-12,
1997,mch,trd,3.7330689422500000E-12,
2007,mch,trd,1.3685145579026900E-12,
2010,mch,trd,4.2142880990107500E-13,
2003,mch,trd,1.9021803345242000E-11,
2011,mch,trd,8.1383825548574500E-13,
2001,mch,trd,5.3397237476707000E-12,
2008,dat,trd,2.2240726232674000E-12,
2009,dat,trd,9.5110610164693900E-13,
2005,dat,trd,2.8302564980891000E-11,
2006,dat,trd,6.7840879484135700E-11,
2012,dat,trd,1.7822543010564600E-12,
2014,dat,trd,9.2065714491545000E-12,
2013,dat,trd,6.7622111346976300E-12,
1999,dat,trd,3.9751572764235300E-12,
2002,dat,trd,1.6404492402021700E-11,
2017,dat,trd,5.6155431144580600E-12,
2016,dat,trd,7.6127325755404700E-12,
2015,dat,trd,1.6671348507501200E-11,
1998,dat,trd,1.3916242078446800E-12,
2004,dat,trd,2.4438076727423800E-11,
2000,dat,trd,9.0214695463129100E-12,
1997,dat,trd,3.7428241385685300E-12,
2007,dat,trd,1.3669486341527800E-12,
2010,dat,trd,4.2050236428288700E-13,
2003,dat,trd,1.9105690997958600E-11,
2011,dat,trd,8.1269983912588500E-13,
2001,dat,trd,5.3554145370708700E-12,
2008,amd,trd,2.2228047934567300E-12,
2009,amd,trd,9.4878904810334400E-13,
2005,amd,trd,2.8239360914368300E-11,
2006,amd,trd,6.7714499747672800E-11,
2012,amd,trd,1.7777297383496800E-12,
2014,amd,trd,9.1850982990783700E-12,
2013,amd,trd,6.7467291800937300E-12,
1999,amd,trd,3.9559576256059200E-12,
2002,amd,trd,1.6303456394534500E-11,
2017,amd,trd,5.5941396514745000E-12,
2016,amd,trd,7.6002246920629100E-12,
2015,amd,trd,1.6654401777249800E-11,
1998,amd,trd,1.3809536526513700E-12,
2004,amd,trd,2.4325493606211000E-11,
2000,amd,trd,8.9864409603116600E-12,
1997,amd,trd,3.7214181668275400E-12,
2007,amd,trd,1.3637269689109500E-12,
2010,amd,trd,4.1983047180154100E-13,
2003,amd,trd,1.8975722239195100E-11,
2011,amd,trd,8.1134343135460600E-13,
2001,amd,trd,5.3251192319820300E-12,
2008,oil,trd,2.2027681621455400E-12,
2009,oil,trd,9.4390673189759200E-13,
2005,oil,trd,2.8054889701299100E-11,
2006,oil,trd,6.7249717977230500E-11,
2012,oil,trd,1.7672011217811700E-12,
2014,oil,trd,9.1447364644692300E-12,
2013,oil,trd,6.7117102804756800E-12,
1999,oil,trd,3.9469285147340800E-12,
2002,oil,trd,1.6261962675375600E-11,
2017,oil,trd,5.5818636735267900E-12,
2016,oil,trd,7.5790793646819900E-12,
2015,oil,trd,1.6605387054580600E-11,
1998,oil,trd,1.3780380439020100E-12,
2004,oil,trd,2.4205790829582300E-11,
2000,oil,trd,8.9501468642105100E-12,
1997,oil,trd,3.7134927745714100E-12,
2007,oil,trd,1.3559444076407800E-12,
2010,oil,trd,4.1707066541361600E-13,
2003,oil,trd,1.8923491820837300E-11,
2011,oil,trd,8.0590100856199200E-13,
2001,oil,trd,5.3087352492029500E-12,
2008,hos,trd,2.2318304459604500E-12,
2009,hos,trd,9.5430972396088600E-13,
2005,hos,trd,2.8428781573479500E-11,
2006,hos,trd,6.8123359128293500E-11,
2012,hos,trd,1.7863540450711600E-12,
2014,hos,trd,9.2260800202407900E-12,
2013,hos,trd,6.7769836209740700E-12,
1999,hos,trd,3.9694994327839400E-12,
2002,hos,trd,1.6370736011271000E-11,
2017,hos,trd,5.6116502031107400E-12,
2016,hos,trd,7.6237821414991600E-12,
2015,hos,trd,1.6719243963423800E-11,
1998,hos,trd,1.3855748316898600E-12,
2004,hos,trd,2.4485749859317300E-11,
2000,hos,trd,9.0160899546911700E-12,
1997,hos,trd,3.7332110984803200E-12,
2007,hos,trd,1.3702036613752700E-12,
2010,hos,trd,4.2243693992576400E-13,
2003,hos,trd,1.9067434375298600E-11,
2011,hos,trd,8.1534851859437700E-13,
2001,hos,trd,5.3464306273035900E-12,
2008,rnt,trd,2.2303662732926400E-12,
2009,rnt,trd,9.5335676731140500E-13,
2005,rnt,trd,2.8452470708755100E-11,
2006,rnt,trd,6.8154673474138200E-11,
2012,rnt,trd,1.7863185224308900E-12,
2014,rnt,trd,9.2234693781248300E-12,
2013,rnt,trd,6.7761825024291800E-12,
1999,rnt,trd,3.9751144846529100E-12,
2002,rnt,trd,1.6388456549092600E-11,
2017,rnt,trd,5.6122199276189100E-12,
2016,rnt,trd,7.6170528066336500E-12,
2015,rnt,trd,1.6699703355060800E-11,
1998,rnt,trd,1.3872823260860300E-12,
2004,rnt,trd,2.4481719233539500E-11,
2000,rnt,trd,9.0261757621935200E-12,
1997,rnt,trd,3.7368366902137100E-12,
2007,rnt,trd,1.3704024548818000E-12,
2010,rnt,trd,4.2212061138970800E-13,
2003,rnt,trd,1.9078015177292400E-11,
2011,rnt,trd,8.1467112913652600E-13,
2001,rnt,trd,5.3555392574290600E-12,
2008,pla,trd,2.2271681585396800E-12,
2009,pla,trd,9.5171249244929900E-13,
2005,pla,trd,2.8381008496915200E-11,
2006,pla,trd,6.8040024189673300E-11,
2012,pla,trd,1.7849257190430700E-12,
2014,pla,trd,9.2142473366119400E-12,
2013,pla,trd,6.7709618135017800E-12,
1999,pla,trd,3.9690247700240800E-12,
2002,pla,trd,1.6350820096697200E-11,
2017,pla,trd,5.6002370189882000E-12,
2016,pla,trd,7.6086779229695900E-12,
2015,pla,trd,1.6675935334842500E-11,
1998,pla,trd,1.3845982252861900E-12,
2004,pla,trd,2.4441999125871300E-11,
2000,pla,trd,9.0126080689241100E-12,
1997,pla,trd,3.7295938812179600E-12,
2007,pla,trd,1.3689062931479400E-12,
2010,pla,trd,4.2132261450943700E-13,
2003,pla,trd,1.9044819130236100E-11,
2011,pla,trd,8.1343304865919000E-13,
2001,pla,trd,5.3430950323511800E-12,
2008,fof,trd,2.2142743957354700E-12,
2009,fof,trd,9.4435003288103900E-13,
2005,fof,trd,2.8134937649920000E-11,
2006,fof,trd,6.7465990995579400E-11,
2012,fof,trd,1.7708697225678400E-12,
2014,fof,trd,9.1409051916104200E-12,
2013,fof,trd,6.7180182803521200E-12,
1999,fof,trd,3.9329382901815600E-12,
2002,fof,trd,1.6222863923308200E-11,
2017,fof,trd,5.5506338676051300E-12,
2016,fof,trd,7.5577901008866700E-12,
2015,fof,trd,1.6563359614381100E-11,
1998,fof,trd,1.3729095657952200E-12,
2004,fof,trd,2.4242940113850400E-11,
2000,fof,trd,8.9396893967363900E-12,
1997,fof,trd,3.7086410882840200E-12,
2007,fof,trd,1.3582364569275100E-12,
2010,fof,trd,4.1818333529456100E-13,
2003,fof,trd,1.8891589776440400E-11,
2011,fof,trd,8.0812311539728300E-13,
2001,fof,trd,5.2931909658599600E-12,
2008,fin,trd,2.2172063221192000E-12,
2009,fin,trd,9.4970613449662600E-13,
2005,fin,trd,2.8316605581115300E-11,
2006,fin,trd,6.7817819281521400E-11,
2012,fin,trd,1.7761489356818900E-12,
2014,fin,trd,9.1854558032934600E-12,
2013,fin,trd,6.7399387390953600E-12,
1999,fin,trd,3.9557262169847600E-12,
2002,fin,trd,1.6329244791252600E-11,
2017,fin,trd,5.5858279590288400E-12,
2016,fin,trd,7.5988945677464200E-12,
2015,fin,trd,1.6653653940788000E-11,
1998,fin,trd,1.3791266247051800E-12,
2004,fin,trd,2.4405145825528000E-11,
2000,fin,trd,8.9917280105965500E-12,
1997,fin,trd,3.7154359580741900E-12,
2007,fin,trd,1.3655082323267900E-12,
2010,fin,trd,4.1976811365318700E-13,
2003,fin,trd,1.9024976415604000E-11,
2011,fin,trd,8.1037059000786100E-13,
2001,fin,trd,5.3291133519134700E-12,
2008,tsv,trd,2.2232784246815200E-12,
2009,tsv,trd,9.5441645871990800E-13,
2005,tsv,trd,2.8451314790539700E-11,
2006,tsv,trd,6.8168942179708200E-11,
2012,tsv,trd,1.7842020324178800E-12,
2014,tsv,trd,9.2263547387827500E-12,
2013,tsv,trd,6.7760839400562300E-12,
1999,tsv,trd,3.9706939886198400E-12,
2002,tsv,trd,1.6373731993173900E-11,
2017,tsv,trd,5.6027667915533400E-12,
2016,tsv,trd,7.6156892783685100E-12,
2015,tsv,trd,1.6696120424399700E-11,
1998,tsv,trd,1.3847246874222000E-12,
2004,tsv,trd,2.4506641877554700E-11,
2000,tsv,trd,9.0194447787185800E-12,
1997,tsv,trd,3.7310823193539500E-12,
2007,tsv,trd,1.3698280446528100E-12,
2010,tsv,trd,4.2222975503775600E-13,
2003,tsv,trd,1.9075216012896900E-11,
2011,tsv,trd,8.1358522848270700E-13,
2001,tsv,trd,5.3457410921772600E-12,
2008,nrs,trd,2.2253947656787200E-12,
2009,nrs,trd,9.4915650841597600E-13,
2005,nrs,trd,2.8312903882199300E-11,
2006,nrs,trd,6.7866010417308800E-11,
2012,nrs,trd,1.7795425963403800E-12,
2014,nrs,trd,9.1783215092019100E-12,
2013,nrs,trd,6.7457085387682000E-12,
1999,nrs,trd,3.9486961247596100E-12,
2002,nrs,trd,1.6292118875560500E-11,
2017,nrs,trd,5.5770356139882700E-12,
2016,nrs,trd,7.5843412177357900E-12,
2015,nrs,trd,1.6623211514657000E-11,
1998,nrs,trd,1.3769836778121300E-12,
2004,nrs,trd,2.4376946252963800E-11,
2000,nrs,trd,8.9729799832353900E-12,
1997,nrs,trd,3.7132378159326200E-12,
2007,nrs,trd,1.3659187312100300E-12,
2010,nrs,trd,4.2035209042630500E-13,
2003,nrs,trd,1.8981566839529400E-11,
2011,nrs,trd,8.1235360656299000E-13,
2001,nrs,trd,5.3156520087812300E-12,
2008,sec,trd,2.2318605068182800E-12,
2009,sec,trd,9.5272393455414500E-13,
2005,sec,trd,2.8441821816102500E-11,
2006,sec,trd,6.8161453123259000E-11,
2012,sec,trd,1.7852097501549700E-12,
2014,sec,trd,9.2203724435317400E-12,
2013,sec,trd,6.7736092292929900E-12,
1999,sec,trd,3.9730132658756400E-12,
2002,sec,trd,1.6383971235271800E-11,
2017,sec,trd,5.6065472713033000E-12,
2016,sec,trd,7.6179879416108400E-12,
2015,sec,trd,1.6698066600326200E-11,
1998,sec,trd,1.3864338684099200E-12,
2004,sec,trd,2.4463348647183700E-11,
2000,sec,trd,9.0240189140042500E-12,
1997,sec,trd,3.7347614619682700E-12,
2007,sec,trd,1.3710865971924900E-12,
2010,sec,trd,4.2190982191158200E-13,
2003,sec,trd,1.9078375942496800E-11,
2011,sec,trd,8.1449144489605100E-13,
2001,sec,trd,5.3518331914411300E-12,
2008,art,trd,2.2307438270241400E-12,
2009,art,trd,9.5207163574092400E-13,
2005,art,trd,2.8389322774733500E-11,
2006,art,trd,6.8053632376808600E-11,
2012,art,trd,1.7867712472841800E-12,
2014,art,trd,9.2201918694014200E-12,
2013,art,trd,6.7746181148339500E-12,
1999,art,trd,3.9713215312650900E-12,
2002,art,trd,1.6371410531136700E-11,
2017,art,trd,5.6083224276900100E-12,
2016,art,trd,7.6136451080733600E-12,
2015,art,trd,1.6683920121298700E-11,
1998,art,trd,1.3854139297435500E-12,
2004,art,trd,2.4445931017123700E-11,
2000,art,trd,9.0203874666124600E-12,
1997,art,trd,3.7307686734196000E-12,
2007,art,trd,1.3693839391267700E-12,
2010,art,trd,4.2154078428868100E-13,
2003,art,trd,1.9066863449809400E-11,
2011,art,trd,8.1464073428619900E-13,
2001,art,trd,5.3490736473217800E-12,
2008,mov,trd,2.2270338033834400E-12,
2009,mov,trd,9.4997461386482500E-13,
2005,mov,trd,2.8287202090750300E-11,
2006,mov,trd,6.7845738821730000E-11,
2012,mov,trd,1.7818322113513100E-12,
2014,mov,trd,9.1844278984424500E-12,
2013,mov,trd,6.7522040627350900E-12,
1999,mov,trd,3.9498767642447600E-12,
2002,mov,trd,1.6292274252672600E-11,
2017,mov,trd,5.5822487857108400E-12,
2016,mov,trd,7.5909948462055700E-12,
2015,mov,trd,1.6637353833666200E-11,
1998,mov,trd,1.3761917485186600E-12,
2004,mov,trd,2.4364734619639800E-11,
2000,mov,trd,8.9722541252207600E-12,
1997,mov,trd,3.7120523206597700E-12,
2007,mov,trd,1.3655752715246200E-12,
2010,mov,trd,4.2091245072983000E-13,
2003,mov,trd,1.8974705156599900E-11,
2011,mov,trd,8.1331177310688500E-13,
2001,mov,trd,5.3182977825186300E-12,
2008,fpd,trd,2.2170610561784800E-12,
2009,fpd,trd,9.4585535337378000E-13,
2005,fpd,trd,2.8206747878257800E-11,
2006,fpd,trd,6.7586035522437300E-11,
2012,fpd,trd,1.7728868970370100E-12,
2014,fpd,trd,9.1420482090376100E-12,
2013,fpd,trd,6.7181413579662200E-12,
1999,fpd,trd,3.9436242441803700E-12,
2002,fpd,trd,1.6255937270634700E-11,
2017,fpd,trd,5.5531560406975800E-12,
2016,fpd,trd,7.5595641211896200E-12,
2015,fpd,trd,1.6571978757222100E-11,
1998,fpd,trd,1.3759102327450300E-12,
2004,fpd,trd,2.4309717019314900E-11,
2000,fpd,trd,8.9601718223571300E-12,
1997,fpd,trd,3.7127952106676200E-12,
2007,fpd,trd,1.3606047784944100E-12,
2010,fpd,trd,4.1913582885248200E-13,
2003,fpd,trd,1.8930600819312300E-11,
2011,fpd,trd,8.0967118602567500E-13,
2001,fpd,trd,5.3036483290497700E-12,
2008,slg,trd,2.2335192857683300E-12,
2009,slg,trd,9.5373978229339900E-13,
2005,slg,trd,2.8408964884710600E-11,
2006,slg,trd,6.8169500062412900E-11,
2012,slg,trd,1.7873992702761500E-12,
2014,slg,trd,9.2205789481228000E-12,
2013,slg,trd,6.7749321617680900E-12,
1999,slg,trd,3.9674370514689100E-12,
2002,slg,trd,1.6356155657588000E-11,
2017,slg,trd,5.6060483483855600E-12,
2016,slg,trd,7.6164233178708600E-12,
2015,slg,trd,1.6676436000431500E-11,
1998,slg,trd,1.3844582308441100E-12,
2004,slg,trd,2.4434751534738000E-11,
2000,slg,trd,9.0113100586787400E-12,
1997,slg,trd,3.7294410026187300E-12,
2007,slg,trd,1.3713314923164400E-12,
2010,slg,trd,4.2254308244035900E-13,
2003,slg,trd,1.9050144870002300E-11,
2011,slg,trd,8.1513714683751700E-13,
2001,slg,trd,5.3412237101297900E-12,
2008,pri,trd,2.2250390910592300E-12,
2009,pri,trd,9.4848905657838600E-13,
2005,pri,trd,2.8269265976592500E-11,
2006,pri,trd,6.7773400886153500E-11,
2012,pri,trd,1.7792843838993200E-12,
2014,pri,trd,9.1851123045940300E-12,
2013,pri,trd,6.7479838462559500E-12,
1999,pri,trd,3.9667607177855400E-12,
2002,pri,trd,1.6336612444032500E-11,
2017,pri,trd,5.5889674836149800E-12,
2016,pri,trd,7.5936424962663300E-12,
2015,pri,trd,1.6640618104489100E-11,
1998,pri,trd,1.3836469607338300E-12,
2004,pri,trd,2.4370184140309400E-11,
2000,pri,trd,9.0056874558081100E-12,
1997,pri,trd,3.7279223515178200E-12,
2007,pri,trd,1.3655574579374300E-12,
2010,pri,trd,4.1972873415546200E-13,
2003,pri,trd,1.9025951460191800E-11,
2011,pri,trd,8.1190807704824000E-13,
2001,pri,trd,5.3349008788077800E-12,
2008,grd,trd,2.2161881331139500E-12,
2009,grd,trd,9.4508018801327800E-13,
2005,grd,trd,2.8017106326746300E-11,
2006,grd,trd,6.7196561109866600E-11,
2012,grd,trd,1.7657864243630600E-12,
2014,grd,trd,9.1553239305503400E-12,
2013,grd,trd,6.7118504476660500E-12,
1999,grd,trd,3.9427714642483600E-12,
2002,grd,trd,1.6245193685158000E-11,
2017,grd,trd,5.5800654877529200E-12,
2016,grd,trd,7.5866986682989300E-12,
2015,grd,trd,1.6618169029326900E-11,
1998,grd,trd,1.3773769744404600E-12,
2004,grd,trd,2.4233391205064000E-11,
2000,grd,trd,8.9536318360482400E-12,
1997,grd,trd,3.7172536701349400E-12,
2007,grd,trd,1.3565411041421100E-12,
2010,grd,trd,4.1648933432441200E-13,
2003,grd,trd,1.8943527780159200E-11,
2011,grd,trd,8.0730926232142200E-13,
2001,grd,trd,5.3039745724706600E-12,
2008,pip,trd,2.2353040193949700E-12,
2009,pip,trd,9.5209875494429000E-13,
2005,pip,trd,2.8628632996506500E-11,
2006,pip,trd,6.8679340133057100E-11,
2012,pip,trd,1.7847658523556400E-12,
2014,pip,trd,9.2009631771484800E-12,
2013,pip,trd,6.7631859032565200E-12,
1999,pip,trd,3.9566521522882000E-12,
2002,pip,trd,1.6318005794223600E-11,
2017,pip,trd,5.5938718599861800E-12,
2016,pip,trd,7.6035296436153000E-12,
2015,pip,trd,1.6665191018412300E-11,
1998,pip,trd,1.3777801045060900E-12,
2004,pip,trd,2.4484884970200900E-11,
2000,pip,trd,8.9861130147096100E-12,
1997,pip,trd,3.7076070801964500E-12,
2007,pip,trd,1.3743835202501000E-12,
2010,pip,trd,4.2239155696013300E-13,
2003,pip,trd,1.8997210209575100E-11,
2011,pip,trd,8.1437226594299900E-13,
2001,pip,trd,5.3390012721262300E-12,
2008,sle,trd,2.2316170092180000E-12,
2009,sle,trd,9.5135432786252300E-13,
2005,sle,trd,2.8348582772760800E-11,
2006,sle,trd,6.7968271322970800E-11,
2012,sle,trd,1.7867609249282800E-12,
2014,sle,trd,9.2179106101653200E-12,
2013,sle,trd,6.7731354373574500E-12,
1999,sle,trd,3.9660322045782300E-12,
2002,sle,trd,1.6344080226395600E-11,
2017,sle,trd,5.6096131990336100E-12,
2016,sle,trd,7.6129998668223300E-12,
2015,sle,trd,1.6672377965227900E-11,
1998,sle,trd,1.3835607412196300E-12,
2004,sle,trd,2.4411561412117500E-11,
2000,sle,trd,9.0072971667379900E-12,
1997,sle,trd,3.7278370444316000E-12,
2007,sle,trd,1.3695960004125700E-12,
2010,sle,trd,4.2122517836595000E-13,
2003,sle,trd,1.9040238258295700E-11,
2011,sle,trd,8.1449051317681800E-13,
2001,sle,trd,5.3382773252224600E-12,
2008,osv,trd,2.2274730292788200E-12,
2009,osv,trd,9.5269091741887900E-13,
2005,osv,trd,2.8407553543295500E-11,
2006,osv,trd,6.8033975496601000E-11,
2012,osv,trd,1.7823060109009400E-12,
2014,osv,trd,9.2072941032672100E-12,
2013,osv,trd,6.7621774925747300E-12,
1999,osv,trd,3.9687102398052200E-12,
2002,osv,trd,1.6366742943633000E-11,
2017,osv,trd,5.6044562545457000E-12,
2016,osv,trd,7.6128028279022100E-12,
2015,osv,trd,1.6692326868883700E-11,
1998,osv,trd,1.3852762047244800E-12,
2004,osv,trd,2.4480150259235000E-11,
2000,osv,trd,9.0159020117867700E-12,
1997,osv,trd,3.7318422745822600E-12,
2007,osv,trd,1.3685928048741200E-12,
2010,osv,trd,4.2141089162958500E-13,
2003,osv,trd,1.9064025308177100E-11,
2011,osv,trd,8.1329632414420100E-13,
2001,osv,trd,5.3458291340566900E-12,
2008,trn,trd,2.2339162576094900E-12,
2009,trn,trd,9.5458656232325300E-13,
2005,trn,trd,2.8504556186960900E-11,
2006,trn,trd,6.8357120484918500E-11,
2012,trn,trd,1.7886110520209800E-12,
2014,trn,trd,9.2248889738702100E-12,
2013,trn,trd,6.7802691472369800E-12,
1999,trn,trd,3.9728874509014800E-12,
2002,trn,trd,1.6374532123338900E-11,
2017,trn,trd,5.5902259416825200E-12,
2016,trn,trd,7.6105864021465800E-12,
2015,trn,trd,1.6697438075439300E-11,
1998,trn,trd,1.3840292340635900E-12,
2004,trn,trd,2.4511846922630200E-11,
2000,trn,trd,9.0226896285188000E-12,
1997,trn,trd,3.7269383094114300E-12,
2007,trn,trd,1.3726616745810600E-12,
2010,trn,trd,4.2293038896059800E-13,
2003,trn,trd,1.9070430822969100E-11,
2011,trn,trd,8.1516398708303500E-13,
2001,trn,trd,5.3511085679931600E-12,
2008,smn,trd,2.2152761311757000E-12,
2009,smn,trd,9.4670772883248200E-13,
2005,smn,trd,2.8116051751088500E-11,
2006,smn,trd,6.7442030230768200E-11,
2012,smn,trd,1.7755906655632400E-12,
2014,smn,trd,9.1760151645354200E-12,
2013,smn,trd,6.7396608976579000E-12,
1999,smn,trd,3.9151233497953800E-12,
2002,smn,trd,1.6184087832752100E-11,
2017,smn,trd,5.5514349529240400E-12,
2016,smn,trd,7.5653377289379200E-12,
2015,smn,trd,1.6615828256048600E-11,
1998,smn,trd,1.3663152640203800E-12,
2004,smn,trd,2.4193200663453700E-11,
2000,smn,trd,8.9047214012325600E-12,
1997,smn,trd,3.6908236493206300E-12,
2007,smn,trd,1.3583549756182800E-12,
2010,smn,trd,4.1905675846131100E-13,
2003,smn,trd,1.8883445919791500E-11,
2011,smn,trd,8.1059772096886100E-13,
2001,smn,trd,5.2901771760714200E-12,
2008,fmt,trd,2.2299399245145900E-12,
2009,fmt,trd,9.5178534015114100E-13,
2005,fmt,trd,2.8408952096593500E-11,
2006,fmt,trd,6.8127548672066900E-11,
2012,fmt,trd,1.7870693226970000E-12,
2014,fmt,trd,9.2213105400963500E-12,
2013,fmt,trd,6.7764011871712100E-12,
1999,fmt,trd,3.9678784305710000E-12,
2002,fmt,trd,1.6348650763005700E-11,
2017,fmt,trd,5.6064805506491500E-12,
2016,fmt,trd,7.6130774492254300E-12,
2015,fmt,trd,1.6685295484396200E-11,
1998,fmt,trd,1.3845618273165200E-12,
2004,fmt,trd,2.4448297471747000E-11,
2000,fmt,trd,9.0119666962357100E-12,
1997,fmt,trd,3.7297274438150200E-12,
2007,fmt,trd,1.3704053715846900E-12,
2010,fmt,trd,4.2134203143850800E-13,
2003,fmt,trd,1.9045574521870300E-11,
2011,fmt,trd,8.1365501364095000E-13,
2001,fmt,trd,5.3430053488608900E-12,
2008,pet,trd,2.2196847318116700E-12,
2009,pet,trd,9.4988686646218500E-13,
2005,pet,trd,2.8266218059298300E-11,
2006,pet,trd,6.7798911045991000E-11,
2012,pet,trd,1.7812599167278800E-12,
